set K:= 1	2	3;
set C_H:= 1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16;
set C_S:= 17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64;
set C_F:= 65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80;
set M:= 81	82	83	84	85	86;
set L_B:= 87	88	89	90	91	92	93	94	95;
set A1:=
(0,*) 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96
(1,*) 0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96
(2,*) 0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96
(3,*) 0 1 2 4 5 6 7 8 9 10 11 12 13 14 15 16 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96
(4,*) 0 1 2 3 5 6 7 8 9 10 11 12 13 14 15 16 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96
(5,*) 0 1 2 3 4 6 7 8 9 10 11 12 13 14 15 16 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96
(6,*) 0 1 2 3 4 5 7 8 9 10 11 12 13 14 15 16 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96
(7,*) 0 1 2 3 4 5 6 8 9 10 11 12 13 14 15 16 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96
(8,*) 0 1 2 3 4 5 6 7 9 10 11 12 13 14 15 16 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96
(9,*) 0 1 2 3 4 5 6 7 8 10 11 12 13 14 15 16 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96
(10,*) 0 1 2 3 4 5 6 7 8 9 11 12 13 14 15 16 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96
(11,*) 0 1 2 3 4 5 6 7 8 9 10 12 13 14 15 16 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96
(12,*) 0 1 2 3 4 5 6 7 8 9 10 11 13 14 15 16 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96
(13,*) 0 1 2 3 4 5 6 7 8 9 10 11 12 14 15 16 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96
(14,*) 0 1 2 3 4 5 6 7 8 9 10 11 12 13 15 16 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96
(15,*) 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 16 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96
(16,*) 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96
(65,*) 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96
(66,*) 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 65 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96
(67,*) 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 65 66 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96
(68,*) 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 65 66 67 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96
(69,*) 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 65 66 67 68 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96
(70,*) 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 65 66 67 68 69 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96
(71,*) 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 65 66 67 68 69 70 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96
(72,*) 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 65 66 67 68 69 70 71 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96
(73,*) 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 65 66 67 68 69 70 71 72 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96
(74,*) 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 65 66 67 68 69 70 71 72 73 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96
(75,*) 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 65 66 67 68 69 70 71 72 73 74 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96
(76,*) 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 65 66 67 68 69 70 71 72 73 74 75 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96
(77,*) 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 65 66 67 68 69 70 71 72 73 74 75 76 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96
(78,*) 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 65 66 67 68 69 70 71 72 73 74 75 76 77 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96
(79,*) 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 65 66 67 68 69 70 71 72 73 74 75 76 77 78 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96
(80,*) 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96
(81,*) 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96
(82,*) 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 83 84 85 86 87 88 89 90 91 92 93 94 95 96
(83,*) 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 84 85 86 87 88 89 90 91 92 93 94 95 96
(84,*) 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 85 86 87 88 89 90 91 92 93 94 95 96
(85,*) 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 86 87 88 89 90 91 92 93 94 95 96
(86,*) 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 87 88 89 90 91 92 93 94 95 96
(87,*) 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 88 89 90 91 92 93 94 95 96
(88,*) 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 89 90 91 92 93 94 95 96
(89,*) 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 90 91 92 93 94 95 96
(90,*) 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 91 92 93 94 95 96
(91,*) 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 92 93 94 95 96
(92,*) 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 93 94 95 96
(93,*) 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 94 95 96
(94,*) 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 95 96
(95,*) 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 96
(96,*) 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95
;
set A2:=
(81,*) 82
(82,*) 81
;
param BigM:=99999;
param n:= 3;
param d:=
1	1
2	1
3	4
4	4
5	1
6	2
7	1
8	2
9	4
10	5
11	2
12	2
13	4
14	1
15	5
16	1
17	4
18	1
19	3
20	5
21	5
22	2
23	5
24	1
25	3
26	5
27	2
28	2
29	3
30	5
31	3
32	5
33	3
34	4
35	1
36	3
37	3
38	3
39	5
40	3
41	2
42	5
43	2
44	4
45	1
46	4
47	3
48	1
49	4
50	1
51	4
52	4
53	5
54	3
55	4
56	5
57	3
58	2
59	2
60	4
61	3
62	5
63	4
64	5
65	1
66	3
67	3
68	3
69	3
70	4
71	2
72	1
73	5
74	3
75	4
76	1
77	2
78	4
79	2
80	5
;
param Q:=160;
param w:=
[81,*] 82 65
[82,*] 81 65
;
param V:=
[81,*] 82 100
[82,*] 81 100
;
param e:
	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95:=
17		0		0		0		0		0		0		0		0		0		1		0		0		1		1		0	
18		1		0		0		0		0		0		0		0		0		0		0		0		0		0		0	
19		0		0		0		0		0		1		0		0		0		0		1		0		0		0		0	
20		0		0		0		0		0		0		0		0		0		0		0		0		0		0		1	
21		0		0		0		0		0		0		0		0		0		0		0		0		0		0		1	
22		1		0		0		0		0		0		0		0		0		0		0		0		0		0		0	
23		1		0		0		0		0		0		0		0		0		0		0		0		0		0		0	
24		0		0		1		0		0		1		0		0		1		0		0		0		0		0		0	
25		0		0		0		0		0		0		0		0		0		0		0		1		0		0		0	
26		0		0		0		0		0		0		0		1		0		0		0		0		1		1		0	
27		0		0		0		0		0		1		0		0		0		0		1		0		0		0		0	
28		0		0		0		0		0		0		1		0		0		0		0		0		0		0		0	
29		0		0		1		0		0		0		0		0		1		0		0		0		0		0		0	
30		0		0		0		0		0		0		0		1		0		0		0		0		1		0		0	
31		0		0		0		0		0		0		0		0		0		0		1		0		0		0		0	
32		0		0		0		0		0		0		0		1		0		0		0		0		1		0		0	
33		0		0		0		1		0		0		0		0		0		0		0		0		0		0		0	
34		0		0		0		1		0		0		0		0		0		0		0		0		0		0		0	
35		0		0		1		0		0		1		0		0		0		0		0		0		0		0		0	
36		0		0		0		0		0		0		0		1		0		0		0		0		1		1		0	
37		0		0		0		0		0		0		1		0		0		0		0		0		0		0		0	
38		0		0		0		0		0		1		0		0		0		0		1		0		0		0		0	
39		0		1		0		0		0		0		0		0		0		0		0		0		0		0		0	
40		0		0		0		0		0		0		0		0		0		0		0		1		0		0		0	
41		0		0		0		0		1		0		0		0		0		0		0		0		0		0		1	
42		0		0		0		0		0		0		0		1		0		0		0		0		1		1		0	
43		0		1		0		0		0		0		0		0		0		0		0		0		0		0		0	
44		0		0		0		1		0		0		0		0		0		0		0		0		0		0		0	
45		0		0		0		0		0		0		0		0		0		1		0		0		0		1		0	
46		0		0		0		0		0		0		0		0		0		0		0		1		1		0		0	
47		0		0		0		0		0		0		0		0		1		0		0		0		0		0		1	
48		0		0		0		0		0		0		0		0		0		0		0		0		1		1		0	
49		0		0		1		0		0		0		0		0		1		0		0		0		0		0		0	
50		0		0		0		0		1		0		0		0		0		0		0		0		0		0		1	
51		0		0		0		1		0		0		0		0		0		0		0		0		0		0		0	
52		0		0		0		0		0		0		1		0		0		0		0		0		0		0		0	
53		0		0		0		0		1		0		0		0		0		0		0		0		0		0		0	
54		0		0		1		0		0		0		0		0		1		0		0		0		0		0		0	
55		0		0		0		0		0		0		0		1		0		0		0		0		1		0		0	
56		0		0		0		0		0		0		0		1		0		0		0		0		1		1		0	
57		0		1		0		0		0		0		0		0		0		0		0		0		0		0		0	
58		0		0		0		0		0		0		1		1		0		0		0		0		0		0		0	
59		0		0		1		0		0		1		0		0		1		0		0		0		0		0		0	
60		0		1		0		0		0		0		0		0		0		0		0		0		0		0		0	
61		0		0		0		0		0		0		0		0		0		1		0		0		0		1		0	
62		0		0		1		0		0		1		0		0		0		0		0		0		0		0		0	
63		0		0		0		0		0		0		0		1		0		0		0		1		1		0		0	
64		0		0		1		0		0		1		0		0		0		1		0		0		0		0		0	
65		0		1		0		0		0		0		0		0		0		0		0		0		0		0		0	
66		0		0		0		1		0		0		0		0		0		0		0		0		0		0		0	
67		0		0		1		0		0		0		0		0		0		1		0		0		0		1		0	
68		0		0		0		0		0		0		0		0		0		0		0		0		0		0		1	
69		0		0		0		0		0		0		0		1		0		0		0		0		1		1		0	
70		0		0		0		0		0		0		1		1		0		0		0		0		1		0		0	
71		1		0		0		0		0		0		0		0		0		0		0		0		0		0		0	
72		0		0		0		0		1		0		0		0		0		0		0		0		0		0		1	
73		0		0		1		0		0		0		0		0		1		0		0		0		0		0		0	
74		0		0		0		0		1		0		0		0		0		0		0		0		0		0		1	
75		0		0		0		0		0		0		0		0		0		0		1		0		0		0		0	
76		0		0		0		0		0		0		0		0		0		1		0		0		0		1		0	
77		0		0		1		0		0		1		0		0		0		1		0		0		0		0		0	
78		0		0		0		0		0		1		0		0		0		1		0		0		0		0		0	
79		0		0		1		0		0		1		0		0		0		1		0		0		0		0		0	
80		1		0		0		0		0		0		0		0		0		0		0		0		0		0		0	
;
param p:=
1	18
2	18
3	18
;
param G:=
81	30
82	70
83	30
84	120
85	30
86	50
87	54
88	30
89	29
90	39
91	38
92	26
93	46
94	37
95	38
;
param s:=
0	0
1	10
2	10
3	10
4	10
5	10
6	10
7	10
8	10
9	10
10	10
11	10
12	10
13	10
14	10
15	10
16	10
65	10
66	10
67	10
68	10
69	10
70	10
71	10
72	10
73	10
74	10
75	10
76	10
77	10
78	10
79	10
80	10
81	10
82	10
83	10
84	10
85	10
86	10
87	10
88	10
89	10
90	10
91	10
92	10
93	10
94	10
95	10
;
param t:
	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96:=
0	0.0	2.5723000000000003	3.9191	4.673100000000001	5.5892	4.0331	3.4196999999999997	5.6455	3.7502	0.7336	4.0938	4.754899999999999	4.543699999999999	4.2917	5.1247	4.3378000000000005	3.5058000000000002	5.4291	14.928600000000001	9.3656	11.1294	9.199399999999999	16.2589	16.2333	8.1881	3.21	1.7634	9.8353	7.8252	8.2871	3.5332	11.7032	4.0894	20.507900000000003	19.6115	6.2561	2.7358000000000002	8.9095	10.205	14.3491	2.3051999999999997	11.0745	3.2262	14.498	19.9892	4.7048000000000005	1.544	8.2826	2.926	6.9261	11.396799999999999	20.7619	8.2274	13.8959	6.8239	4.2688999999999995	3.2691999999999997	13.6579	5.8454	7.4516	14.3636	5.5394	6.866	1.3789	6.2717	13.9894	19.057599999999997	5.2726999999999995	12.3192	2.886	4.4657	15.7287	10.931899999999999	6.9612	11.2797	11.477	5.4201999999999995	6.6115	6.5066999999999995	7.0145	15.4395	15.679200000000002	12.9342	8.5804	18.927	13.6347	7.3099	7.7331	3.0051	6.724600000000001	5.3092	9.902700000000001	1.9768	2.8356	3.9346	11.2486	0.0
1	2.5623	0.0	6.4193999999999996	4.3777	4.0816	3.7669	0.7503	4.753	1.0814000000000001	1.9487	3.7984	6.2001	3.8335	3.737	5.543100000000001	4.4441999999999995	3.7407	2.9415999999999998	17.429	5.7558	11.7635	10.9559	18.7592	18.733700000000002	8.4118	5.7103	1.2403	6.2577	5.9351	8.5107	0.9476	9.9729	3.7531999999999996	19.9539	19.057599999999997	6.4797	1.1884000000000001	7.019399999999999	7.0665	10.7729	4.8055	12.831	0.5575	13.054200000000002	19.435299999999998	4.0149	4.0443	8.5595	2.5733	7.2512	12.031	20.207900000000002	6.3373	16.1876	7.5474	1.5996	0.2591	12.2141	4.117	7.6011999999999995	10.7874	3.0228	7.231	2.1908000000000003	5.314	12.5455	18.5036	4.2461	12.595799999999999	1.321	3.6321999999999997	18.2291	13.2235	7.2863	13.036200000000001	8.8194	4.4626	6.7446	6.7614	6.3451	17.939799999999998	18.1795	11.565	8.804	18.373099999999997	15.9263	5.8835	5.843	1.7572	7.0013000000000005	4.3515	6.880199999999999	4.4771	0.31139999999999995	2.9769	11.6782	2.5623
2	4.0271	6.3682	0.0	6.7844	10.704799999999999	9.8184	7.1772	10.7611	7.1683	4.4671	6.205100000000001	3.7199	10.328899999999999	6.403	9.969100000000001	5.6572	7.1653	8.0851	12.9435	14.6663	9.7829	8.5115	14.273700000000002	14.2482	8.4754	1.3122	5.3629	15.1359	11.5797	8.4865	7.2906	17.0039	9.874600000000001	22.9905	22.0942	9.0266	6.4958	12.664100000000001	15.505600000000001	19.5035	1.8449	9.6215	6.9837	16.0741	22.4719	7.4753	2.5679000000000003	7.7974	5.6965	6.7904	10.0503	23.2445	11.9819	11.7869	6.6882	8.026399999999999	6.6273	15.2339	10.960899999999999	7.7494	19.518	9.1389	9.7778	4.9783	9.8711	15.5654	21.540200000000002	7.9961	11.3163	6.4966	10.251	13.7436	9.2659	6.8255	9.9333	16.7777	9.0197	9.2915	9.308200000000001	10.5029	13.4543	13.6941	18.2348	9.4352	21.4097	11.5257	10.5996	11.4877	6.7626	6.2394	8.9086	15.2034	2.299	6.593100000000001	6.8931000000000004	10.5317	4.0271
3	4.2683	4.144399999999999	6.9165	0.0	5.4193999999999996	5.0998	6.0202	5.4757	6.3837	3.8513	0.7081000000000001	8.462399999999999	5.6103000000000005	0.73	4.954899999999999	8.045300000000001	0.724	8.5046	16.8469	11.8125	16.867099999999997	12.907	18.1772	18.1516	11.895700000000001	5.6858	4.721	11.696399999999999	8.284799999999999	11.9947	5.7943	13.2077	5.156	16.9034	16.0071	9.9636	3.7433	9.3691	12.660200000000001	14.007700000000002	5.3026	14.7821	5.916600000000001	16.289	16.3848	8.4124	4.541300000000001	13.6631	7.1698	12.354700000000001	17.1346	17.157400000000003	8.687	17.6035	12.651	5.7335	6.1902	15.448799999999999	5.6756	11.1592	14.0221	8.588899999999999	11.1136	4.336399999999999	10.439	15.780299999999999	15.453100000000001	9.5202	17.6994	7.1735	5.5323	17.647	14.6394	12.3898	14.9873	13.9965	10.5127	10.8591	10.754299999999999	11.2621	17.3577	17.5975	14.799700000000001	12.288	15.3225	17.342200000000002	11.5575	7.5458	4.0127	12.104899999999999	10.4016	10.1272	4.9741	3.8430999999999997	8.5366	16.7818	4.2683
