vehicles
vehicle_idx, capacity, cost_per_unit_distance
1,160,18
2,160,18
3,160,18
4,160,18
depot
node_idx,x,y
0,25.049446486001663,121.51552910838933
home delivery customers
node_idx,x,y,service_time,demand
1,25.037459549501815,121.52829397873037,10,1
2,25.02836310384618,121.51413176310376,10,4
3,25.035481838674144,121.53178357095042,10,1
4,25.0608609820603,121.53909745050669,10,3
5,25.033025136396592,121.51976896275875,10,2
6,25.075277429763155,121.51855964536524,10,5
7,25.034728911536405,121.47701822992721,10,2
8,25.07207946761736,121.50302277680305,10,4
9,25.089808265930092,121.50402501467447,10,5
10,25.0619582,121.53420775,10,2
11,25.018943832656216,121.55311290742785,10,3
12,25.09149858163906,121.52491772110629,10,2
13,25.0737101796345,121.51302889002913,10,5
14,25.056267460753233,121.54520266746117,10,3
15,25.085143300000002,121.50883935,10,3
16,25.024160084963057,121.52993178430692,10,4
17,25.045118469624725,121.5331927400369,10,5
18,25.04353089673849,121.53118557817234,10,2
19,25.06415579317596,121.52866205588599,10,5
20,25.012010962281426,121.51758945254787,10,2
21,25.06172137794697,121.52802050281701,10,1
22,25.031540688015593,121.54723525818217,10,3
23,25.08280113114154,121.50882437535714,10,3
24,25.090312708618566,121.51884080887052,10,1
25,25.026662964678756,121.4957260819151,10,4
26,25.067191854978354,121.52621642532448,10,5
27,25.083451449999995,121.52174145000001,10,4
28,25.04787309551465,121.54154276837987,10,5
29,25.081317399999996,121.52004964999999,10,2
30,25.029662870401918,121.5416733678366,10,1
self pickup customers
node_idx,x,y,service_time,demand,locker_idxs
31,25.17237545,121.44618235000002,10,5,154
32,25.098235923993474,121.53194667527451,10,3,162
33,25.053850200000003,121.56874865000003,10,4,156-153-159
34,24.997183299580684,121.53904681690501,10,4,160-168
35,25.022051799999996,121.52770774999996,10,3,168-171
36,25.01807676394617,121.57004129730348,10,4,153-159
37,25.10115625,121.52592184999999,10,1,162
38,25.04573500093504,121.57518316265873,10,1,156-159
39,24.9627259,121.42773795,10,1,151
40,25.061579,121.52911614999996,10,1,169-157
41,25.04419098159555,121.51399230638711,10,4,166-165-167
42,24.97171640359117,121.54171851527734,10,2,155-160
43,25.068052502300915,121.52493692043615,10,1,169-157
44,25.089824050558573,121.50873503782175,10,2,161-162
45,24.955665908049742,121.53840475902715,10,3,155
46,25.021500385791523,121.51794186840768,10,4,171-168-166
47,25.044227920364808,121.56926284041812,10,2,156-153
48,25.05349665776888,121.55078772533021,10,2,164-169-167
49,24.961050749999995,121.42078605,10,4,151
50,24.95829311781294,121.53406939563347,10,3,155
51,25.12509756296063,121.47259087644814,10,5,172
52,25.047545700000004,121.6158668,10,1,152
53,25.044523286806,121.5840191139572,10,2,159-156
54,25.03326558817005,121.51958973684883,10,3,166-171
55,25.043725275064023,121.50664900388315,10,4,165-166
56,25.05758245,121.60627579999999,10,2,152-159
57,25.037496484470093,121.5393069176801,10,2,164-167
58,25.164459008147947,121.45122780204548,10,4,154
59,25.046306305275227,121.58148292713919,10,3,156-159
60,25.06728615,121.52823035000002,10,5,169-157-161
61,25.04285848430067,121.57719516540314,10,1,156-159
