vehicles
vehicle_idx, capacity, cost_per_unit_distance
1,160,18
2,160,18
3,160,18
4,160,18
depot
node_idx,x,y
0,25.049446486001663,121.51552910838933
home delivery customers
node_idx,x,y,service_time,demand
1,25.044675793693354,121.51743367948785,10,3
2,25.03345891881847,121.52648809710945,10,3
3,25.081609829451914,121.50850436043403,10,4
4,25.03573275,121.5587071,10,3
5,25.06115170377933,121.50211295060681,10,2
6,25.03074185,121.5555883,10,2
7,25.0697503,121.51129424999998,10,4
8,25.047051318515,121.53727905849802,10,3
9,25.0364311,121.52840675,10,2
10,25.023129210539604,121.52737691105104,10,5
11,25.089691787490242,121.50667737558581,10,1
12,25.081888499999998,121.52018449999998,10,3
13,25.050770827784326,121.52373532826496,10,4
14,25.087159699999997,121.50575855000002,10,1
15,25.02312834567636,121.53226894664569,10,5
16,25.05994460000001,121.48414010000003,10,1
17,25.045623950000003,121.55003815,10,3
18,25.062862995731273,121.49615790087383,10,4
19,25.058883281641595,121.513432908354,10,3
20,25.023043899999998,121.5558023,10,3
21,25.06615760083863,121.53085029994739,10,5
22,25.045299930533297,121.55502516067236,10,1
23,25.05211179999999,121.56524765,10,2
24,25.09199120225749,121.51497386785194,10,2
25,25.064353953115454,121.49935012682094,10,5
26,25.021788619533837,121.49984767045,10,3
27,25.027277102176537,121.49536866544351,10,2
28,25.028609107693953,121.54689792777451,10,1
29,25.027987298713317,121.53083349909589,10,4
30,25.080247209946045,121.52182998107654,10,5
self pickup customers
node_idx,x,y,service_time,demand,locker_idxs
31,24.96095194761276,121.41533502911766,10,2,151
32,25.05016494683626,121.52210723811997,10,4,161-163
33,25.065286644587793,121.52319458931923,10,3,171-162-161
34,25.126656600000004,121.49990320000002,10,3,172
35,25.0517692,121.5598803,10,2,160-157-156
36,25.05050925,121.51589359999998,10,1,161-168
37,25.036011989111067,121.54205904657023,10,3,163-157-164
38,24.95816543208833,121.53951062154606,10,1,155
39,25.039082374050317,121.53442309176845,10,1,163-157-164
40,25.18175216545657,121.44100749215477,10,1,154
41,25.095776150000003,121.52157885000003,10,1,169-166-165
42,25.099844923382776,121.52259214118767,10,5,165-169-166
43,25.14448322451991,121.49707346565783,10,3,172
44,25.053466074848487,121.56491176298107,10,1,160-156
45,24.959424727253083,121.4182010993446,10,4,151
46,25.031757850000005,121.51996079999999,10,5,164-163
47,25.073293353029268,121.5896392267851,10,5,170-159
48,25.045259568153195,121.50389707453351,10,4,168-161-162
49,25.042956381532015,121.57128166398239,10,2,156-153
50,25.08432337879242,121.51977002815225,10,1,166-169
51,25.059951001793053,121.52965379567455,10,1,171-162-161
52,24.9702698,121.53857475000001,10,1,155
53,25.083072549999997,121.52192345,10,3,166-169-171
54,25.0957036,121.5251496,10,3,169-165
55,25.097495131173467,121.51997390281932,10,1,169-165
56,25.028000139022737,121.56181236441404,10,3,153-156
57,25.067943931395973,121.60933524436368,10,4,152-170
58,25.046959700000002,121.61613654999998,10,3,152
59,25.045821250000003,121.5099689,10,3,161-168
60,25.04864582180914,121.5427429779615,10,1,157-163
61,25.042328500000004,121.62202805000003,10,4,152
62,25.0575827508054,121.53172464489359,10,5,171-162-157
63,25.070637534110872,121.51467646385517,10,1,162-171-166
64,25.1020207,121.5283162,10,5,165-169
65,25.17295950041022,121.43578248308737,10,2,154
66,25.02376743627121,121.56953677764452,10,1,153
67,25.072851109162688,121.59868462442567,10,4,170-159
68,25.178862483403716,121.44986925838859,10,4,154
69,25.05238584520789,121.55390382472658,10,2,157-160-156
70,24.9933449,121.53930235,10,1,158
71,25.088256588011646,121.50618527685508,10,1,166-169-165
72,24.968506080061502,121.54150761515592,10,1,155
73,25.069238371729696,121.60710614376883,10,4,170-152
74,24.99781420443209,121.55196972488936,10,2,158
75,25.034748778382763,121.5764782886561,10,3,153-156
76,25.130064549999997,121.50075159999997,10,3,172
77,25.11208672913015,121.52390703578948,10,1,165-169
78,25.124893589910748,121.47085361895235,10,5,167
79,25.04456969739206,121.5071172006612,10,2,168-161-163
80,25.06709755,121.59327630000001,10,2,170-159
81,25.043507439267028,121.54202727066594,10,3,157-163-161
82,25.070460400135016,121.60943115557828,10,5,170-152-159
83,25.043745775591166,121.56892206848241,10,2,156-153
84,25.165023350000002,121.45253925,10,3,154
85,25.05787119180021,121.57861482133593,10,4,156-160-170
86,25.027483227853164,121.52718355735497,10,4,164-163-168
87,25.028802760617378,121.50489176556994,10,5,168-164-161
88,25.122400821290107,121.46312965046343,10,4,167
89,25.056538850000003,121.55504715,10,1,157-160-156
90,25.040383651032034,121.5024206245996,10,1,168-161-164
91,24.956764300000003,121.53701120000001,10,3,155
92,24.99574317620273,121.54653971147482,10,2,158
93,25.020472104475697,121.53150827770797,10,2,164-163
94,24.965884165732064,121.42187749014043,10,1,151
95,25.055449462848905,121.56830944783138,10,4,160-156
96,25.09905665,121.53226290000003,10,2,169-165
97,25.16946214823447,121.44115845299245,10,2,154
98,25.12445445018965,121.46714229568822,10,2,167
99,25.061752223007137,121.52825797588133,10,5,171-162-161
