vehicles
vehicle_idx, capacity, cost_per_unit_distance
1,160,18
2,160,18
3,160,18
4,160,18
5,160,18
depot
node_idx,x,y
0,25.049446486001663,121.51552910838933
home delivery customers
node_idx,x,y,service_time,demand
1,25.06256155,121.50207865,10,5
2,25.02355923366151,121.52613533309648,10,1
3,25.084104687884764,121.51773451802832,10,5
4,25.049613049999994,121.51432435,10,1
5,25.08826782160582,121.50632773669075,10,5
6,25.025694164221633,121.49864510209571,10,5
7,25.0692770854155,121.4959751265393,10,5
8,25.03799545,121.50785895,10,3
9,25.035055882838712,121.53702198384099,10,2
10,25.07985859722586,121.52039051806865,10,4
11,25.054931319949677,121.51448608180529,10,3
12,25.064599610239306,121.50266045100831,10,3
13,25.02679370135434,121.49592184740027,10,2
14,25.045726849999998,121.5424711,10,1
15,25.063306349999998,121.49666214999999,10,5
16,25.08220489710324,121.5221870861585,10,2
17,25.06693662242756,121.50094965062888,10,3
18,25.060247650000004,121.5630153,10,5
19,25.02024286373295,121.55338034269465,10,5
20,25.04400934717539,121.53209631765245,10,4
21,25.05374755,121.5408873,10,5
22,25.045963750000006,121.55488199999998,10,4
23,25.086908849999997,121.50880245000002,10,1
24,25.06590628774154,121.49883567700749,10,1
25,25.06186556194879,121.53105463005349,10,4
26,25.0230681272628,121.5566002644829,10,2
27,25.059408072544525,121.51791247871041,10,2
28,25.09020244712637,121.50828429021773,10,2
29,25.02708371242587,121.50131723654238,10,4
30,25.027204129662643,121.53188334405358,10,4
31,25.072432004862367,121.49586980168202,10,1
32,25.0419388,121.52696205000001,10,1
33,25.0412601,121.50735004999999,10,4
34,25.072905526606196,121.51502335285379,10,3
35,25.072014626008155,121.48684309092063,10,5
36,25.020354575372792,121.49853431520606,10,3
37,25.04834467606706,121.5290719195211,10,3
38,25.08443355,121.50733775,10,3
39,25.064606766519336,121.52895369735737,10,2
40,25.02260101746796,121.51729458158609,10,5
self pickup customers
node_idx,x,y,service_time,demand,locker_idxs
41,25.046298907306173,121.61794633205179,10,3,202
42,25.018215132975886,121.57098493002158,10,4,226-203-223
43,25.136320644295438,121.54737827359291,10,1,227-213
44,25.000775555255153,121.53776273110537,10,1,212
45,25.07184695,121.51515729999998,10,1,220-215
46,25.121109825363423,121.53608653916673,10,5,213-227
47,25.030079275730834,121.50173508938072,10,3,222-217
48,25.113066375313842,121.53007303345795,10,3,213-221-207
49,25.0271996734213,121.52796664374472,10,4,217-208
50,25.12080858369731,121.51134927566814,10,2,207-221-224
51,25.073250609617027,121.57905701829642,10,2,214-218
52,25.02045985,121.49741069999999,10,5,222-217
53,25.084475650000005,121.54802854999998,10,1,209-219
54,25.11005588723643,121.51604787960297,10,3,207-221-219
55,25.04318820774769,121.57275392515052,10,3,206-203
56,24.963238699999998,121.42882055,10,1,201
57,25.044425425662727,121.56950654244628,10,3,206-203
58,25.101693354564436,121.53549898982811,10,2,219-213-221
59,25.06103999865631,121.54814577092877,10,1,211-210
60,25.01985380285819,121.5564177083256,10,1,223-226
61,25.08807645,121.56118475000001,10,1,209-218
62,25.032852661610207,121.53205182267894,10,5,208-217
63,25.026251619380407,121.5248043115967,10,4,217-208
64,25.110937062630423,121.53481246978383,10,3,213-219-221
65,25.179299929008494,121.44336804043631,10,2,204
66,25.052953365111982,121.51634633006942,10,1,215-220
67,25.068135249999994,121.5863275,10,1,214-210
68,25.03157022657389,121.5301076434581,10,5,208-217
69,25.18194167307799,121.44090163998041,10,2,204
70,25.070002199999998,121.5178854,10,3,215-220
71,25.083523849999995,121.58884035,10,4,218-214-209
72,25.021349093164062,121.55869542115072,10,4,223-226-203
73,25.024911729983575,121.49655876028501,10,4,222-217
74,25.067158833120672,121.49962448975404,10,4,220-215
75,25.126160950000006,121.50200255000001,10,4,224-207
76,25.025497572060353,121.57178141370198,10,3,226-203-223
77,25.02700255607731,121.50146991345026,10,5,222-217
78,25.057247578557263,121.60579595590507,10,2,202-214
79,25.057489365366255,121.55676633372508,10,5,211-210
80,24.97086861497326,121.53900656248592,10,1,205-212
81,25.097974249999996,121.519771,10,5,221-219
82,25.084831184031547,121.57905922449928,10,3,218-209
83,25.134797813980985,121.48349594489663,10,5,224
84,25.02715210601886,121.56798951161595,10,3,226-203-223
85,25.041454450000007,121.62221145,10,2,202
86,25.023189991623493,121.56934746648183,10,1,226-203
87,25.133390019575526,121.5012529789915,10,5,224-207
88,25.02729573753398,121.53103485121237,10,1,208-217-223
89,24.962803599999997,121.54285220000001,10,3,205
90,25.029551459904237,121.56375565919286,10,2,203-223-226
91,25.0422925357096,121.57450235468757,10,5,206-203
92,24.964385555091482,121.43647170150352,10,2,201
93,25.06697606316673,121.57810650806489,10,1,214-210
94,25.025174300063753,121.52208646194241,10,4,217-208-222
95,25.134049633313364,121.54710139982865,10,1,227-213
96,25.062367283214098,121.49478316662481,10,4,220-215
97,25.024291898654283,121.53151451762244,10,1,208-217
98,24.96095194761276,121.41533502911766,10,1,201
99,25.05595609791377,121.54606589039228,10,2,211-210-215
100,24.997713749999996,121.54848565000002,10,1,212-216
101,25.13074269725671,121.50335602326514,10,5,224-207
102,25.02458434277706,121.52747734823312,10,1,217-208-222
103,25.095252973972702,121.52474817638885,10,1,219-221
104,25.04576179142899,121.59391573522726,10,4,225-206
105,25.107159266221714,121.53169397124519,10,3,213-219-221
106,25.002308311257824,121.54155731456186,10,5,212-208
107,24.96093772777515,121.42062160985327,10,4,201
108,25.073983507755198,121.5132738495773,10,4,220-215
109,25.14235723351432,121.5057601802061,10,1,224
110,25.060247650000004,121.5630153,10,1,210-211
111,24.961417534084912,121.53812426899115,10,2,205
112,25.112527200000002,121.51891824999997,10,4,207-221
113,25.140090377679414,121.54745484419132,10,4,227
114,25.060964495140624,121.53998267484465,10,4,211-215
115,25.061672316234677,121.57884574176788,10,1,214-210
116,25.088750740966056,121.5877640632727,10,1,218-209-214
117,25.04902876061828,121.54257701436953,10,3,211-208-223
118,25.04573201096786,121.58478084576065,10,1,225-206
119,25.063969163016754,121.5346724530416,10,3,215-211-220
120,25.09788415,121.53112835,10,3,219-221-213
121,25.084748264294,121.59230261418273,10,4,218-214
122,25.0222547527936,121.52857939079958,10,2,217-208-222
123,25.019277049999996,121.49893349999999,10,1,222-217
124,25.04498172903725,121.57251685336627,10,4,206-203
125,25.05811887625127,121.51391993229274,10,3,220-215
126,25.09518740311884,121.52177376953131,10,1,221-219
127,25.079077780251783,121.57018572532441,10,2,218-209-210
128,25.069584650000003,121.59357979999999,10,3,214-218-206
129,25.136162067313318,121.54937401934401,10,2,227-213
130,24.997366873497132,121.53743694612281,10,5,212
131,25.10180314417302,121.5273531255229,10,1,219-221-213
132,25.027493850000006,121.57069335000003,10,1,226-203-223
133,25.085518047649543,121.58258381486127,10,4,218-209-214
134,25.064730053829106,121.50342383033926,10,4,220-215
135,25.088212158067734,121.55905820562796,10,5,209-218-219
136,25.14268672030833,121.48999802916127,10,3,224
137,25.099338893557682,121.52774047854074,10,2,219-221
138,25.177022418411116,121.44862305075027,10,2,204
139,25.056458295854917,121.5638331203734,10,1,210-211-206
140,25.034406569971352,121.5452554892595,10,1,208-223
141,25.001198061215387,121.57139802511779,10,1,216-226
142,24.98558391912208,121.58093989961364,10,3,216
143,25.04123565,121.56957330000003,10,4,203-206-225
