vehicles
vehicle_idx, capacity, cost_per_unit_distance
1,160,18
2,160,18
3,160,18
4,160,18
depot
node_idx,x,y
0,25.049446486001663,121.51552910838933
home delivery customers
node_idx,x,y,service_time,demand
1,25.027031749999995,121.49994559999999,10,5
2,25.087736516489684,121.50812088328576,10,2
3,25.08038241571434,121.52033849874877,10,3
4,25.059950301320285,121.52970451183354,10,3
5,25.04522616980859,121.55440213605847,10,2
6,25.025561280966027,121.49684007671223,10,3
7,25.06701135,121.50028785000002,10,3
8,25.08869144479335,121.51019343723024,10,4
9,25.090788095596924,121.51868328733181,10,3
10,25.068141703984573,121.52920735477869,10,3
11,25.067367340457594,121.52541403910686,10,3
12,25.08434658623835,121.50839291666422,10,5
13,25.062403028687168,121.50077022840566,10,1
14,25.019409064508114,121.55401170665338,10,2
15,25.084994099999996,121.5189779,10,4
16,25.030549156213734,121.5215569596163,10,1
17,25.06449795,121.50264499999999,10,1
18,25.087881325079472,121.50520429675937,10,5
19,25.052475797136182,121.51385422559542,10,5
20,25.02236904199185,121.5407135573323,10,3
21,25.073279774421042,121.51471468860514,10,2
22,25.062871873521544,121.49622910558809,10,3
23,25.082738126736952,121.51835505600611,10,4
24,25.05875137476869,121.51385878162223,10,3
25,25.0283077121305,121.52930897165164,10,1
26,25.026912917795666,121.5333612340429,10,4
27,25.065356718104592,121.49722102150719,10,1
28,25.022094128279022,121.50126647506036,10,1
29,25.023151650000003,121.52857955,10,4
30,25.057730800000005,121.53214650000001,10,2
self pickup customers
node_idx,x,y,service_time,demand,locker_idxs
31,25.05702015280658,121.55213087259372,10,2,163-161-172
32,25.044225485066967,121.51210785884112,10,2,159-168-170
33,25.027834552606603,121.5696383906583,10,5,153-156
34,24.965884165732064,121.42187749014043,10,4,151
35,25.0434683,121.52545999999998,10,1,167-159
36,24.99773541209658,121.54845074331773,10,3,169-171
37,25.02278226361735,121.53986609327399,10,4,171-162
38,25.042347108419442,121.57372916080713,10,4,156-153
39,25.04852988621472,121.55649204787912,10,2,172-163
40,25.16946214823447,121.44115845299245,10,3,154
41,25.05279194992179,121.56795950294925,10,1,172-156-163
42,25.029599051931825,121.56383049031352,10,4,153-172
43,25.110916841958872,121.53468927923082,10,4,164-165
44,25.04118959591918,121.62223446467266,10,1,152
45,24.992614463606333,121.54107493108715,10,4,169-171
flexible customers
node_idx,x,y,service_time,demand,locker_idxs
46,25.18194167307799,121.44090163998041,10,1,154
47,25.03741664931127,121.50627085508326,10,2,168-159-160
48,25.041817637158143,121.51099895870527,10,2,159-168
49,25.071153214060523,121.5897320439002,10,2,166-157-156
50,25.060229576972507,121.56278435375481,10,4,172-163
51,24.988970149999997,121.54126060000002,10,2,169-171
52,25.051596085377227,121.61447072499493,10,2,152
53,25.06979290506292,121.51454087512002,10,4,170-158
54,25.04522616980859,121.55440213605847,10,1,163-172
55,25.053974182981786,121.61616799458183,10,3,152
56,25.0887615,121.51786135,10,2,158-165
57,25.04098923665134,121.58378068304101,10,2,156-153-172
58,25.04204295192637,121.57609483958134,10,2,156-153-172
59,25.092082959953007,121.51492377751508,10,5,158-165
60,25.040072199999997,121.57953650000002,10,1,156-153
61,25.054773949999998,121.56911459999999,10,4,172-156
62,25.075117628067925,121.58167208148431,10,2,157-166
63,25.116895040946286,121.52539428932741,10,2,164-165
64,25.0258419488145,121.5299394873217,10,4,162-167-160
65,25.111968143852796,121.53914232348438,10,3,164-165
66,25.041799571618927,121.56252492426425,10,4,172-153-163
67,25.05719433386718,121.54578750611803,10,1,163-161
68,25.063078100000002,121.49693375000001,10,1,170-168
69,25.04687055,121.61614380000002,10,1,152
70,25.057073149999997,121.58383699999999,10,5,166-156
71,25.01697652541638,121.5303397361697,10,5,162-171
72,25.096977417772862,121.52861934462761,10,4,165-158-164
73,25.052921352714986,121.5139020243804,10,5,170-159
74,25.020578463357186,121.52744590660636,10,2,162-171
75,25.031759819716626,121.52790810402323,10,5,167-160-162
76,24.95816543208833,121.53951062154606,10,1,155
77,25.054785009438003,121.51399465140094,10,1,170-159-168
78,25.108670145408155,121.52686287657163,10,1,165-164
79,25.030975215081778,121.52101101220114,10,2,160-167
80,24.956893637702,121.53781332073498,10,2,155
81,25.059071600000003,121.58648475,10,3,166-156-157
82,25.035432518611557,121.52837969001546,10,2,167-160-162
83,24.961192094477095,121.41444602873379,10,1,151
84,25.028265759215905,121.51475218030765,10,4,160-162-159
85,24.95857538738501,121.41935102453334,10,2,151
86,24.969707599032503,121.53912666751818,10,2,155-169
87,25.104877266817663,121.52091729666891,10,1,165-164
88,24.963238699999998,121.42882055,10,5,151
89,25.073452500000002,121.58950440000002,10,5,157-166
90,25.06457787438503,121.50329922861462,10,5,170-158-168
91,25.0441471362767,121.62128608180087,10,3,152
92,25.043645307598407,121.55037792532332,10,1,163-161-172
93,25.022849993399326,121.52482450134511,10,3,162-160-167
94,24.95241670100443,121.53864589963733,10,3,155
95,25.123663533690973,121.52489952817325,10,4,164-165
96,25.035536686753293,121.49698646251355,10,4,168-159-160
97,25.090310650000003,121.5056883,10,5,158-165
98,25.073496775326745,121.59773640864576,10,1,166-157
99,25.023574942013244,121.52802815372824,10,4,162-167
100,25.012174828654153,121.51930435753934,10,1,162-171
101,25.044755336042794,121.50746411858614,10,3,168-159
102,25.165023350000002,121.45253925,10,3,154
103,25.020069049920355,121.53128723209927,10,5,162-171-167
104,25.02944347845529,121.52993362559099,10,5,167-162
105,25.080749090475923,121.50894994709324,10,1,158-170
106,25.0370069,121.54013065000002,10,5,167-161
107,25.05460305609129,121.49330079737263,10,1,170-168-159
108,25.0496501,121.51486304999999,10,3,159-170-168
109,25.08150495,121.51962890000001,10,2,158-165
110,25.172452701888393,121.43865129702698,10,5,154
111,25.052027042748723,121.55702435664865,10,2,172-163
112,25.02731081989885,121.49605611419602,10,5,168-160
113,24.989134298850004,121.55762529822381,10,2,169
114,25.17260150323648,121.43632196843707,10,5,154
115,25.03380281235623,121.52627853524498,10,2,167-160-162
116,25.079232811624287,121.56992375040585,10,4,157-166
117,25.08545929775616,121.59010861842113,10,3,157-166
118,25.060109439307656,121.51922488837849,10,3,170-159-168
119,25.019409064508114,121.55401170665338,10,4,171-153
120,25.056533293650478,121.51462957815988,10,2,170-159-168
121,25.02859234929799,121.5474856320199,10,1,167-171
122,25.02739730272592,121.53149657561717,10,3,167-162
123,25.06855282649856,121.58519490766753,10,1,166-157
124,25.022472714652032,121.56971303582716,10,1,153
125,25.083227527267624,121.50878453514457,10,4,158-165
126,25.046289499999997,121.54230880000001,10,3,161-163-167
127,25.064075000000003,121.58038510000002,10,2,166-157-156
128,24.99840089887919,121.55107099708769,10,2,169-171
129,24.967704499999996,121.54120675,10,5,155-169
130,25.043745775591166,121.56892206848241,10,1,172-156-153
131,25.172289428801427,121.44604069201209,10,2,154
132,24.96271145,121.4265439,10,3,151
133,25.102346685153915,121.52965574711013,10,5,165-164
134,25.090526302739708,121.51013280225213,10,1,158-165
135,25.045710500000002,121.6143559,10,3,152
136,25.0246558224928,121.52565864136108,10,2,162-160-167
137,25.041001850000004,121.53436684999998,10,3,167-161
138,25.02673006982292,121.56534268542634,10,1,153-172-156
139,25.0553024,121.54202929999998,10,5,161-163
140,25.098537061278428,121.53326602761291,10,2,165-164
141,25.025791991465013,121.57259181768796,10,3,153-156
142,25.043390485207723,121.54181073411411,10,4,161-163-167
143,25.042768657038014,121.57110952558551,10,2,156-153-172
144,25.04604502459563,121.57713096903439,10,1,156-172-153
145,25.02422230913959,121.53097630493828,10,4,162-167
146,24.9661277207254,121.5445515065135,10,3,155-169
147,25.05300993019871,121.55183549531061,10,1,163-161-172
148,25.046117644978214,121.51378329921837,10,5,159-168
149,25.067974024644375,121.59308450580197,10,2,166-157-156
150,24.961050749999995,121.42078605,10,4,151
lockers
node_idx,x,y,service_time,capacity,cost_per_unit_good
151,24.9595637,121.4197544,10,30
152,25.0553158,121.617896,10,70
153,25.0328676,121.5697576,10,30
154,25.1678849,121.4456164,10,120
155,24.9579858,121.5375799,10,30
156,25.0500706,121.5774743,10,50
157,25.0762639,121.5790404,10,46
158,25.084239,121.5100503,10,55
159,25.0441338,121.5136693,10,37
160,25.031528,121.5186816,10,59
161,25.0500945,121.5442302,10,22
162,25.0211457,121.5279737,10,27
163,25.050963,121.5496081,10,39
164,25.1179584,121.5358686,10,59
165,25.1040702,121.5212679,10,28
166,25.0645261,121.5831935,10,50
167,25.034174,121.5312601,10,38
168,25.042448,121.5058207,10,54
169,24.9903034,121.5409631,10,34
170,25.0570456,121.5110488,10,44
171,25.0145144,121.5379918,10,27
172,25.0504216,121.5626261,10,45
mrt lines
start_node_idx,end_node_idx,freight_capacity,cost_per_unit_good
distance matrix
