vehicles
vehicle_idx, capacity, cost_per_unit_distance
1,160,18
2,160,18
3,160,18
4,160,18
5,160,18
depot
node_idx,x,y
0,25.049446486001663,121.51552910838933
home delivery customers
node_idx,x,y,service_time,demand
1,25.049909322892322,121.53516526733453,10,3
2,25.046557242506076,121.51072808830168,10,2
3,25.06657215,121.49925350000002,10,5
4,25.091817518711586,121.51521754608696,10,4
5,25.04315929824729,121.52855777719128,10,5
6,25.0432125254228,121.54122683945386,10,1
7,25.08101383345589,121.51894890017688,10,4
8,25.035972949999998,121.52852660000003,10,5
9,25.03285559725404,121.53162990398458,10,2
10,25.044008449517406,121.53193766922055,10,5
11,25.062273377546305,121.49572622214119,10,3
12,25.021881409973982,121.54215926680386,10,3
13,25.02368817010624,121.52622224141118,10,2
14,25.084740150000002,121.50765849999999,10,2
15,25.06556027479506,121.53013625491982,10,1
16,25.027080638423225,121.49599358237508,10,5
17,25.081969899999997,121.52071605,10,5
18,25.061933151402666,121.49295401719878,10,4
19,25.02528122271582,121.50163993831727,10,4
20,25.04588139652448,121.54240773860012,10,3
21,25.039671001075003,121.54556209276772,10,3
22,25.030389079496274,121.52833604010483,10,1
23,25.057312850000002,121.48421034999998,10,1
24,25.059533899999998,121.52909175000002,10,3
25,25.067033339421762,121.50154352915624,10,2
26,25.05702015280658,121.55213087259372,10,4
27,25.018727914654516,121.49632255641143,10,2
28,25.045646175145436,121.55082499480649,10,2
29,25.019545979022478,121.52697629130128,10,3
30,25.08329895,121.51747414999998,10,4
31,25.02639895791891,121.54748967539001,10,2
32,25.08256382487574,121.51005039072861,10,1
33,25.090275759682875,121.50901117674955,10,1
34,25.061037374270217,121.53229780359725,10,2
35,25.026536485909165,121.5344048912809,10,3
36,25.0673908564277,121.53064105350524,10,4
37,25.086611883425952,121.5173556548828,10,4
38,25.068006298597236,121.49594017323842,10,4
39,25.053177873144953,121.55070271322103,10,2
40,25.02312308067306,121.52948036312837,10,2
self pickup customers
node_idx,x,y,service_time,demand,locker_idxs
41,25.11352664487482,121.52963906855514,10,2,213-217-208
42,25.038517466933225,121.62554320512442,10,3,214-202
43,25.083075790056313,121.54953694350498,10,5,226-216
44,25.137291012402383,121.49362100682946,10,3,215
45,25.025167623999756,121.5023298572257,10,4,221-219
46,25.114675099999996,121.53240134999999,10,3,213-217-208
47,25.17295950041022,121.43578248308737,10,2,204
48,25.04304175,121.57040694999999,10,1,206-203-223
49,25.034090965658205,121.53198481219616,10,1,222-224-219
50,25.035131406919856,121.49668515489135,10,3,221-219
51,25.134049633313364,121.54710139982865,10,4,208-213
52,25.045739009023777,121.61682591883337,10,5,214-202
53,25.026710420344212,121.52355111301948,10,4,219-222-224
54,25.136761831128464,121.54795014081166,10,1,208-213
55,25.0283929709552,121.52854482165687,10,2,222-219
56,25.08650505,121.56211499999999,10,2,216-226-225
57,25.02489129012721,121.56714817798049,10,3,227-203
58,25.045064232098742,121.5783242537284,10,4,206-203-227
59,25.0981017389325,121.52808082798501,10,2,217-213
60,25.03566475,121.54725495000001,10,2,223-207
61,25.04091433741628,121.55564308917671,10,5,223-203-227
62,25.017475522933076,121.57459302884445,10,1,227-203-207
63,25.098229461248724,121.53262721292822,10,5,217-213-226
64,24.961050749999995,121.42078605,10,4,201
65,25.040352675260195,121.62525905405309,10,5,214-202
66,25.145630300000004,121.49880119999999,10,3,215
67,25.172452701888393,121.43865129702698,10,5,204
68,25.08287892473615,121.562879829292,10,5,216-226
69,24.961192094477095,121.41444602873379,10,2,201
70,25.055042582840905,121.52950570753585,10,2,220-210
71,25.138409969129455,121.54483605020002,10,2,208-213
72,25.058314623476612,121.51941464507868,10,3,220-209
73,25.108558821318976,121.52755977310495,10,4,213-217
74,25.0284218011301,121.49585636409277,10,4,221-219
75,24.997843750000005,121.54827624999999,10,5,212-218-207
76,25.112871230500694,121.53927897248563,10,2,213-217-208
77,24.9935050687479,121.53929486151482,10,4,212-218
78,25.061920802870326,121.52850482113251,10,1,210-220
