vehicles
vehicle_idx, capacity, cost_per_unit_distance
1,160,18
2,160,18
3,160,18
4,160,18
depot
node_idx,x,y
0,25.049446486001663,121.51552910838933
home delivery customers
node_idx,x,y,service_time,demand
1,25.07281804707787,121.51402402802051,10,2
2,25.02717342244891,121.52785985684343,10,1
3,25.088702549999997,121.50604605,10,1
4,25.025534063218085,121.53042483447692,10,4
5,25.05074308030146,121.52722354757103,10,2
6,25.051703256467874,121.53419051821302,10,1
7,25.08964948396972,121.50865253114544,10,4
8,25.049185650000002,121.5356562,10,5
9,25.06415117830487,121.50064555203646,10,4
10,25.045146628015335,121.55494295766333,10,4
11,25.011680750699167,121.51743617034943,10,1
12,25.021428299999997,121.49575870000002,10,5
13,25.064143614800198,121.52892876928146,10,5
14,25.045646175145436,121.55082499480649,10,3
15,25.026209033800836,121.49907012697699,10,2
16,25.08258128384285,121.52242838659241,10,2
17,25.057152231230845,121.51400027653862,10,4
18,25.02446865,121.5280845,10,1
19,25.0570857,121.48424695,10,3
20,25.089185578994506,121.51091185188082,10,3
21,25.045282900000007,121.54235010000001,10,5
22,25.02074545,121.55382585000004,10,2
23,25.059451276481017,121.48917717981864,10,2
24,25.051490732476328,121.52460590315879,10,2
25,25.05374005,121.54139585,10,5
26,25.02138251827326,121.49882760144341,10,3
27,25.028609474994557,121.54666421836814,10,2
28,25.067276525223903,121.52876874269462,10,3
29,25.058178055701486,121.55232342967915,10,4
30,25.037450454828623,121.52896292943345,10,4
self pickup customers
node_idx,x,y,service_time,demand,locker_idxs
31,25.067903469233208,121.52891132423149,10,1,172-163
32,25.109350485591442,121.52834276625464,10,5,164-158-170
33,24.9719182,121.54154585000002,10,5,155-171-168
34,25.120560248384358,121.52189687041802,10,3,158-170
35,25.028252748663864,121.52989503228223,10,2,161-167
36,24.9947977471082,121.53986839167342,10,5,168-171
37,24.9627259,121.42773795,10,2,151
38,25.08910795,121.59181324999999,10,1,159-166
39,25.031815273678145,121.52002832741259,10,5,167-161
40,25.06550125315209,121.56527670008774,10,1,166-157
41,25.024646270713877,121.50055778150018,10,5,160-167-162
42,25.105960442813146,121.53322527023747,10,1,164-158-170
43,25.042398600000002,121.62237555,10,5,152
44,25.04013905,121.57800044999999,10,5,156-153
45,25.027634598770586,121.51528066799472,10,4,167-169-160
46,25.178862483403716,121.44986925838859,10,5,154
47,25.022176556812365,121.56996070162555,10,1,153
48,25.052784581657583,121.49123990633554,10,1,162-169-163
49,25.052104138310085,121.56502477439128,10,4,157-156-153
50,25.06926575,121.60619434999997,10,1,152-159
51,24.96093772777515,121.42062160985327,10,5,151
52,25.172289428801427,121.44604069201209,10,2,154
53,25.092657058395428,121.58668599439774,10,4,159-166
54,25.042712398486334,121.57333108333087,10,1,156-153
55,25.14347761585037,121.50616765332197,10,2,165-158
56,24.956764300000003,121.53701120000001,10,4,155
57,25.07629601210834,121.58178779298778,10,2,166-159-156
58,25.04123372548444,121.5696865465762,10,2,153-156
59,25.04204295192637,121.57609483958134,10,4,156-153
60,25.10999519010181,121.53664057356806,10,1,164-170-158
61,25.039096950000005,121.55313320000002,10,4,157-153
62,25.114050000117402,121.53158552187456,10,2,164-158-170
63,25.06579221824383,121.5299905734788,10,5,172-163
64,25.14535166602266,121.49918877238842,10,3,165
65,25.02504012576243,121.48152693732872,10,1,160-162-167
66,25.053430349999996,121.61655075,10,3,152
67,25.028399303057828,121.56677914485968,10,5,153-156
68,24.98179413525459,121.56187365437154,10,5,171-168
69,25.030434063885195,121.50867581918567,10,2,167-169-162
70,25.044304466322938,121.57189002521511,10,5,156-153
71,24.996801453717943,121.5375695536701,10,3,168-171
72,25.073174977460187,121.51240568725207,10,4,163-172
73,24.961417534084912,121.53812426899115,10,1,155
74,24.953465621414402,121.54017549069862,10,3,155
75,25.001674922704893,121.52698121877248,10,4,168
76,25.055059892338107,121.59287146849486,10,4,156-152-166
77,25.06763297234796,121.50244049452614,10,1,163-172
78,25.070041588437462,121.58759337502046,10,4,166-159
79,25.066361375276692,121.4996798179151,10,4,163-172
80,24.98777147428386,121.54772653687664,10,1,168-171
81,25.0477396352996,121.55753433074096,10,5,157-156
82,25.07434495109175,121.51748286313286,10,3,172-163
83,25.038101850000004,121.50816705,10,5,169-167-162
84,25.17175013958184,121.43749332472623,10,4,154
85,25.043507339003085,121.54207474632764,10,3,161-157-172
86,25.116038535611096,121.5319256356394,10,5,164-158-170
87,24.95816543208833,121.53951062154606,10,4,155
88,24.960355008945594,121.41488113570192,10,3,151
89,25.05758787459978,121.53126195255402,10,1,172-161-163
90,25.02581705,121.56472409999999,10,3,153-157-156
flexible customers
node_idx,x,y,service_time,demand,locker_idxs
91,25.022382616260085,121.49994507228014,10,3,160-167
92,25.029831687433784,121.49323793992295,10,2,160-162
93,25.16946214823447,121.44115845299245,10,5,154
94,25.112830817949934,121.5193250659931,10,1,158-164
95,25.064075000000003,121.58038510000002,10,5,166-156-157
96,25.073399900000005,121.58964815,10,5,166-159
97,24.96112749413015,121.41307918359139,10,3,151
98,25.047172250000003,121.61573455000001,10,5,152
99,25.17835234851029,121.4542636851826,10,3,154
100,25.071153214060523,121.5897320439002,10,1,166-159
101,25.115022388404242,121.54030386578027,10,2,164-170
102,25.0826653,121.5926032,10,1,159-166
103,25.11893675081456,121.53597519714582,10,1,170-164
104,25.046866566866445,121.61830642920806,10,2,152
105,25.034198971617403,121.51553704094127,10,2,167-169
106,25.02177280091441,121.49781510980515,10,3,160-167
107,25.033574223784587,121.49768976583086,10,3,162-167-169
108,25.05952167715709,121.52962442582287,10,2,172-163
109,25.027388761501985,121.56358249160097,10,2,153-157-156
110,25.14326488911621,121.48947622865973,10,4,165
111,25.17714138702511,121.44891857632172,10,1,154
112,25.04772380051921,121.55492449813083,10,3,157-153-156
113,25.122173105805906,121.53320822600223,10,3,170-158-164
114,24.98569368141657,121.5696940982887,10,5,171
115,25.11933369042704,121.52670207435905,10,1,158-170
116,25.10194760172325,121.52690465822404,10,4,164-158
117,24.992126023670256,121.54083749063689,10,5,168-171
118,25.0490196,121.54299695000002,10,3,161-157
119,25.04425467327166,121.50760249372762,10,5,169-162-167
120,25.060638299999997,121.5388894,10,2,172-161
121,24.95857538738501,121.41935102453334,10,2,151
122,25.039647338773747,121.52930925160412,10,3,161-169-167
123,24.980535341058598,121.55554518308345,10,2,171-168
124,25.036210675367176,121.50059805435633,10,3,162-169
125,24.977858802376844,121.55614292121543,10,2,171-168-155
126,25.046044385986498,121.57743026765836,10,2,156-153
127,25.06382860655928,121.4993085747879,10,1,163-169
128,25.12644631894987,121.5084872629012,10,2,158-165-170
129,25.045090362165478,121.55446902158118,10,4,157-153
130,25.04944774666255,121.51435036251722,10,1,163-169-161
131,25.0852818,121.57881624999999,10,2,166-159
132,25.056458295854917,121.5638331203734,10,5,157-156-166
133,25.112430997638967,121.52990623063397,10,1,164-158-170
134,25.14210883094092,121.50100809000216,10,5,165
135,25.027643285320405,121.49511160949574,10,3,160-167-162
136,24.951728699756575,121.41061198864604,10,5,151
137,25.11146025,121.53999034999998,10,4,164-170-158
138,24.95848759687925,121.53382295239976,10,2,155
139,25.026209033800836,121.49907012697699,10,4,160-167
140,25.06955637477594,121.59402575897741,10,5,159-166
141,25.026187394310295,121.49680203252089,10,2,160-167-162
142,25.050532702383375,121.51616668070542,10,4,163-169-161
143,25.124605326892564,121.52898626298102,10,4,158-170-164
144,25.065278692138556,121.52377272496506,10,1,172-163
145,25.04470480178239,121.51219385465886,10,3,169-163-162
146,25.068908462104194,121.60904166488855,10,4,152-159
147,25.14413131133569,121.49706803104094,10,5,165
148,25.04974556023345,121.52579527950925,10,5,161-172
149,25.046990078019626,121.50461665262524,10,4,169-162
150,24.985317335267993,121.54889870761953,10,4,168-171
lockers
node_idx,x,y,service_time,capacity,cost_per_unit_good
151,24.9595637,121.4197544,10,30
152,25.0553158,121.617896,10,70
153,25.0328676,121.5697576,10,30
154,25.1678849,121.4456164,10,120
155,24.9579858,121.5375799,10,30
156,25.0500706,121.5774743,10,50
157,25.0513044,121.558854,10,31
158,25.1229836,121.525011,10,24
159,25.0860911,121.5919619,10,21
160,25.0236831,121.4953101,10,26
161,25.0421689,121.5318045,10,50
162,25.03838,121.4977923,10,42
163,25.0583369,121.511648,10,58
164,25.1118537,121.5376147,10,25
165,25.1453109,121.4951671,10,58
166,25.0738614,121.576155,10,54
167,25.0311315,121.5042646,10,23
168,24.9922727,121.5408046,10,29
169,25.040617,121.504844,10,55
170,25.1257335,121.534673,10,47
