vehicles
vehicle_idx, capacity, cost_per_unit_distance
1,160,18
2,160,18
3,160,18
4,160,18
depot
node_idx,x,y
0,25.049446486001663,121.51552910838933
home delivery customers
node_idx,x,y,service_time,demand
1,25.059433538544376,121.53041302658849,10,2
2,25.0271741305129,121.49707835211053,10,3
3,25.0590271089768,121.53757705021783,10,5
4,25.061085349999995,121.53134329999999,10,3
5,25.043653024677088,121.54993730912518,10,5
6,25.026196950000006,121.50067565000003,10,2
7,25.075318889920286,121.51839922023656,10,1
8,25.091029149999997,121.50708145,10,3
9,25.02403339531695,121.52921255373317,10,3
10,25.062532451853343,121.49931755101015,10,3
11,25.022464227364637,121.4998869037596,10,4
12,25.060831249999996,121.5398322,10,5
13,25.027821499999998,121.55092989999999,10,5
14,25.062981,121.53108535,10,4
15,25.079401783979474,121.5475919865423,10,1
16,25.064068125488088,121.53561448100554,10,5
17,25.081283194632697,121.51873543035629,10,3
18,25.050971470489923,121.52458346152093,10,3
19,25.04526871256674,121.54464854581235,10,2
20,25.072081554350728,121.48721622879036,10,3
21,25.05722702429484,121.53107540341423,10,1
22,25.025618116173614,121.53140232591956,10,5
23,25.07308022634419,121.51144566551443,10,3
24,25.046730824685852,121.50498011834543,10,1
25,25.09088126425027,121.50995134363157,10,2
26,25.051270831633666,121.5274039699373,10,3
27,25.09071615,121.51883774999999,10,5
28,25.011589930162405,121.5163932948582,10,2
29,25.087573293305255,121.5100885739068,10,1
30,25.066472211684093,121.499288541364,10,2
self pickup customers
node_idx,x,y,service_time,demand,locker_idxs
31,25.001476248720493,121.54633045257152,10,3,165-170
32,25.048495199999998,121.56318579999997,10,4,166-159
33,25.044763650000004,121.50608390000001,10,2,158-157-172
34,25.08277985924633,121.52237118020992,10,4,168-169
35,25.06411530814125,121.58254415808743,10,5,164-156-160
36,25.062704341425018,121.54204017514334,10,2,169-159-166
37,25.064112337458955,121.53399878133807,10,3,169-159-168
38,25.180655960587064,121.44155440055427,10,1,154
39,25.085243596139293,121.57925262112889,10,2,161-164-160
40,25.053485322019547,121.49051762076343,10,4,157-158
41,25.12637145,121.50206745000001,10,4,167
42,24.985614384869795,121.5812697250845,10,1,163
43,25.046990078019626,121.50461665262524,10,1,158-157
44,25.053134655579882,121.61411733112436,10,3,152-160
45,24.99850743582039,121.54276360135987,10,5,165-163
46,25.03578101303524,121.502179216783,10,2,157-158
47,25.072021954617878,121.60627064582344,10,2,160-164
48,25.096929321979403,121.52875639682154,10,5,168-171
49,25.028389033868088,121.56174285043141,10,2,170-153-162
50,25.022271384582705,121.55542915506781,10,1,170-162
51,25.093083064623663,121.52094018339236,10,4,168-171
52,25.02637585777109,121.49903719484087,10,2,157-158
53,25.05711345550247,121.55465732422955,10,3,159-166-156
54,24.9727105,121.54036754999998,10,3,155
55,25.087906974138903,121.5628464457331,10,2,161
56,24.96417936052586,121.43626647609076,10,5,151
57,25.035266575271045,121.54620518540207,10,3,162-170-172
58,25.17237545,121.44618235000002,10,3,154
59,25.043250606615548,121.56907057545084,10,3,156-153-166
60,25.069113117185847,121.59691477345898,10,3,160-164-152
